Property code,Page,Must fix,Issues,Status,Last enforcement date,First enforcement date,Publisher contact,Request Review ,Fixed
ca-video-pub-1474238860523410,tintuc.vn/dam-phu-phan-kim-lien-ngay-ay-va-bay-gio-53852,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/dan-mang-sot-xinh-xich-truoc-co-nang-xinh-xan-than-hinh-goi-cam-ban-nuoc-trai-cay-post1230380,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/doc-bao-24h,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/dong-canh-sex-that-tren-phim-my-nhan-nay-nhan-duoc-ket-qua-nhu-the-nao-post260835,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/giai-tri,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/giao-thong,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/giat-minh-khi-hoc-sinh-cap-2-cung-mon-men-chat-sex-95836,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/gio-tro-doi-bai-voi-nu-benh-nhi-chau-tuong-dang-kham-post933710,No,Shocking content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,tintuc.vn/ho-ngoc-ha-va-dan-my-nhan-viet-chuong-mot-trong-nhu-khong-mac-gi-post1268979,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,tintuc.vn/khoe-than-phan-cam-va-nhung-su-co-lum-xum-mang-xa-hoi-viet-nam-trong-nam-2019-post1294548,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,tintuc.vn/lam-chuyen-ay-tren-bai-bien-nguoi-phu-nu-dot-tu-luc-cao-trao-post782302,No,Shocking content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,tintuc.vn/le-trung-cuong-nhu-cau-ve-ban-dam-la-co-that-14306,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,tintuc.vn/linh-miu-tiep-tuc-khoe-nguc-nhu-sap-no-tao-dang-goi-tinh-voi-bikini-co-cung-nhu-khong-216609,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/loi-song,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/my-nhan-thai-mum-mim-dep-hon-ca-thanh-nu-jav-post985013,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/nguoi-phu-nu-dien-do-buong-loi-tha-rong-di-mua-sam-chong-di-ben-canh-nhung-khong-noi-gi-post1077463,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/nhung-dieu-chi-em-nen-biet-ve-kich-thuoc-cua-co-be-post1307715,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,tintuc.vn/nhung-nguyen-tac-cho-nang-can-tim-friends-with-benefits-post127065,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/sau-5-nam-ngoan-hien-ba-tung-bat-ngo-sexy-tro-lai-post143445,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/tam-su-cua-mot-nguoi-vo-ukraina-da-tung-lay-chong-viet-196784,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,tintuc.vn/tap-the-hinh-nhieu-co-lam-suy-giam-kha-nang-tinh-duc-post1308696,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/thac-ban-gioc-mua-dep-nhat-trong-nam-post1230285,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/thac-mac-nhay-cam-dem-khuya-cam-giac-mac-tieu-khi-dang-an-ai-la-nhu-the-nao-post1306904,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/tham-nhap-thi-truong-gai-goi-o-hue-thoi-dai-4-0-doc-password-xem-menu-order-hang-post1290893,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,tintuc.vn/than-duoc-hoi-xuan-giup-vo-tac-thien-80-tuoi-van-sung-man-tinh-duc-180622,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,tintuc.vn/than-nhien-om-hon-so-soang-tren-tau-nhu-chon-rieng-tu-cap-doi-khien-nguoi-xung-quanh-nhuc-mat-post1099013,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/the-gioi,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/them-toi-15-nam-tuoi-tho-neu-thuc-hien-duoc-5-dieu-nay-khi-lam-chuyen-ay-post1302431,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/thu-thuat-che-phan-nhay-cam-cho-buc-anh-bang-cong-cu-mosaic-1041,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/thuc-hu-viec-kieng-quan-he-vao-ngay-mung-1-dau-thang-post410486,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/thuong-con-sao-phim-nguoi-lon-quyet-khong-pha-thai-47344,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/tin-moi,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/tin-tuc-24h,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/tin-tuc-24h?page=2,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/tin-tuc-ben-tre,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/tin-tuc-tuyen-quang,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,tintuc.vn/tranh-cai-chuyen-co-gai-khoa-than-chup-anh-ben-sen-post993814,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,tintuc.vn/truyen-cuoi,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/van-hoa-tinh-duc-ki-la-o-nhat-ban-1918,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,tintuc.vn/vi-sao-con-nguoi-co-2-tai-2-mat-nhung-chi-co-1-cai-mieng-cau-tra-loi-se-khien-ban-bat-ngo-post134437,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/vo-tu-dang-chan-tren-taxi-nhu-o-nha-co-gai-lo-vung-nhay-cam-khien-tai-xe-do-mat-post1018497,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,tintuc.vn/youtuber-day-tre-thu-dam-gay-soc-cau-view-hay-giao-duc-gioi-tinh-post1085549,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,video.pullbbang.com/fun/jpostView.pull?category2_code=42&category3_code=0&order_type=new&list_type=image&pageNum=1&key=&code=16599026&jpost=y&sel_sort=new&key_select=title&word=,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,video.pullbbang.com/movie/movieView.pull?code=16674887,Yes,Adult: Sexual content;Mislabeled Ads,Restricted demand,2020-01-07,2020-01-04,,,
ca-pub-1474238860523410,www.ajunews.com/view/20161216063157533,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.ajunews.com/view/20190409081804335,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.ajunews.com/view/20190522123632511,Yes,Ads & Content Overlap,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,www.ajunews.com/view/20190807074809052,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.ajunews.com/view/20191206154352575,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20150121001657262,Yes,Adult: Sexual content;Ads & Content Overlap,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20150121001657262,Yes,Adult: Sexual content;Ads & Content Overlap,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20150404000437378,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20150812010006475,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20150812010006475,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20150824001701041,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20151206010004114,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20151206010004114,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20160108010004613,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20160928001636539,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20161109001847097,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20190310001653481,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20190310001653481,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20190720010012673,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20190720010012673,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20190816001939242,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=20190902002354452,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=206837,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,www.asiatoday.co.kr/view.php?key=653787,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=20171012000189,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=20181110000008,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019040718124278745,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019061618044345969,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019063018272804441,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019080417133223370,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019092218183476995,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019092508255653062,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019110719171312675,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019110719243819320,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019110808023699348,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019111018212191738,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019111718030369342,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019112019334934880,No,Shocking content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.busan.com/view/busan/view.php?code=2019121518173037473,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.etoland.co.kr/plugin/mobile/board.php?bo_table=etohumor02,Yes,Valuable Inventory: No content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,www.greened.kr/news/articleView.html?idxno=46287,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,www.greened.kr/news/articleView.html?idxno=88229,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.koreatimes.co.kr/www/nation/2018/06/356_248651.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,www.koreatimes.co.kr/www/nation/2018/11/182_158545.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.koreatimes.co.kr/www/news/special/2010/03/182_62645.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.koreatimes.co.kr/www/tech/2017/11/694_239418.html,No,Tobacco,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.mimint.co.kr/play/index.asp,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.mimint.co.kr/talk/board_view.asp?strBoardID=tvnews&bbstype=tvstar&bidx=2466,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-04,,,
ca-video-pub-1474238860523410,www.osen.co.kr/article/G1111259250,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,www.osen.co.kr/article/G1111263348,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/anh-chup-len.topic,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/11-kieu-ca-tinh-phong-the-ma-ai-cung-nen-biet-de-hieu-hon-ve-ban-than-va-co-duoc-doi-song-tinh-duc-nhu-y-343850,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/15-su-that-vua-la-vua-quen-ve-chuyen-ay-ma-nhung-chi-em-kinh-nghiem-nhat-cung-chua-chac-da-biet-343435,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/4-bi-quyet-nong-giup-cac-cap-vo-chong-an-ai-ngay-ca-khi-con-nho-khong-roi-nua-buoc-342816,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/4-tu-the-quan-he-cuc-sex-danh-rieng-cho-nguoi-beo-13295,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/5-dau-hieu-chung-to-vo-chong-da-thoa-man-chuyen-goi-chan-344685,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/6-hanh-dong-nho-khi-tren-giuong-chi-co-o-dan-ong-yeu-that-long-345243,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/8-cach-hu-tren-giuong-khien-chang-me-tit-70959,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-04,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/bat-mach-nhung-giai-doan-dan-ong-de-roi-vao-ngoai-tinh-chi-em-can-luu-tam-341551,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/bat-mi-cac-tu-the-quan-he-giup-giam-can-hieu-qua-cho-nang-map-286268,Yes,Adult: Sexual content;Sexually explicit content,Ad Serving Disabled,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/bat-mi-cach-hon-khien-chang-me-met-ham-muon-day-len-cao-do-286521,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cach-chua-dau-bung-duoi-sau-khi-quan-he-chi-em-nen-biet-301364,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cach-giu-chong-o-xa-cuc-dinh-xa-mat-nhung-khong-bao-gio-cach-long-288699,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cach-giup-phu-nu-lot-xac-luc-nao-cung-tuoi-moi-trong-mat-chong-342868,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cach-lam-cho-chong-me-man-tren-giuong-khong-them-to-tuong-den-nguoi-dan-ba-khac-290031,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cach-nhan-biet-tinh-cam-that-cua-chang-qua-chuyen-ay-285525,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cach-quan-he-cua-vua-chua-ngay-xua-kham-pha-nhung-bi-an-thu-vi-300913,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/cat-bo-tu-cung-co-con-quan-he-duoc-khong-292290,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/chong-phai-tim-doc-truyen-vo-chong-quan-he-vi-la-lam-bo-ngo-khi-lan-dau-lam-chuyen-ay-289242,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/co-nen-quan-he-truoc-khi-chuyen-phoi-khong-294819,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/co-nen-quan-he-vo-chong-khi-nha-co-tang-293987,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/dan-ong-moi-quan-he-xong-co-choi-dang-troi-voi-cach-nhan-biet-nay-297689,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/dan-ong-nen-an-gi-sau-khi-quan-he-de-phuc-hoi-nang-luong-nhanh-chong-286706,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/dan-ong-thu-nhan-cach-nua-kia-dao-dau-va-ket-thuc-cuoc-yeu-day-tinh-te-se-khien-ho-lieu-xieu-344189,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/dan-ong-yeu-that-long-hay-khong-khi-quan-he-ban-se-biet-vi-cam-xuc-thang-hoa-khong-the-doi-long-285394,Yes,Adult: Sexual content;Ads & Content Overlap,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/dau-hieu-nhan-biet-phu-nu-da-len-dinh-giup-phai-manh-do-luong-chien-tich-286406,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/de-dang-doan-kich-thuoc-cau-nho-qua-cach-nhin-ban-tay-cuc-chuan-298006,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/doc-chieu-khien-chong-nom-nop-lo-so-mat-vo-vao-tay-ke-khac-340996,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/doi-ban-tay-quyen-luc-hay-nu-hon-uot-at-co-suc-manh-lon-hon-trong-phong-ngu-hay-nghe-cac-cap-vo-chong-chia-se-ban-se-bat-ngo-342303,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-04,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/hoa-ra-mong-uoc-tham-kin-cua-dan-ong-trong-phong-the-rat-don-gian-chi-em-chi-can-bung-tay-la-thuc-hien-duoc-ngay-342112,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/kham-pha-bat-ngo-ve-cau-nho-ma-nam-hay-nu-cung-can-biet-ngay-249865,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/khi-quan-he-phu-nu-co-can-cao-long-vung-kin-khong-289759,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/khoc-khi-phai-lam-chuyen-ay-vi-nhu-cau-cua-chong-qua-cao-344915,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/lam-sao-de-dan-ong-dat-duoc-cuc-khoai-trong-tinh-duc-dieu-cac-chi-em-to-mo-da-duoc-phai-manh-tra-loi-roi-day-342486,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/lam-the-nao-de-nhan-biet-phu-nu-co-nhu-cau-sinh-ly-cao-305931,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/mang-thai-quan-he-bao-nhieu-lan-1-tuan-la-phu-hop-300637,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/neu-chua-bao-gio-biet-cam-giac-len-dinh-trong-chuyen-chan-goi-thi-hay-xem-ban-co-vuong-phai-6-loi-lam-nay-khong-340818,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/ngay-den-do-cua-con-trai-la-gi-300636,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/ngay-den-do-phu-nu-co-ham-muon-khong-296658,No,Adult: Sexual content;Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/nghe-thuat-phong-the-cua-nguoi-trung-hoa-khien-dan-ong-kho-thoat-khoi-luoi-tinh-286520,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/nguoi-dong-tinh-nam-quan-he-voi-nhau-nhu-the-nao-292944,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/nguoi-dong-tinh-nu-quan-he-voi-nhau-nhu-the-nao-292946,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/nhung-bieu-hien-cua-dan-ong-khi-len-dinh-la-gi-286266,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,www.phunuvagiadinh.vn/chuyen-vo-chong-35/phu-nu-nen-lam-gi-khi-quan-he-de-chang-say-me-trong-chuyen-ay-293144,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
