Property code,Page,Must fix,Issues,Status,Last enforcement date,First enforcement date,Publisher contact,Request Review ,Fixed
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019082708413126626,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019083016254710461,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019090508270771274,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019091807453886469,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019093008534967116,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019100222255749209,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019100714462049801,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019100811010267495,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019112006211476299,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019112911234132017,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019112911234132017&EMBA,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019121709555335743,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,news.mt.co.kr/mtview.php?no=2019121710098232721,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,ngukiemphithien.vn/bandicut-full-crack/,Yes,Enables dishonest behavior,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,ngukiemphithien.vn/crack-office-2019/,Yes,Enables dishonest behavior,Restricted demand,2020-01-07,2020-01-02,,,
ca-pub-1474238860523410,osen.mt.co.kr/,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1006130066,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1110095285,No,Adult: Sexual content;Shocking content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1110307881,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1110373870,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1110397236,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-04,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1110410665,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1110456599,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111132665,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111176949,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111190739,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111190742,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111206446,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111219519,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111219956,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111227166,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111227181,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111227216,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111253299,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111255832,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111256874,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111256879,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111257041,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111257736,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111258905,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111259337,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111262321,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111263348,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111273114,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,osen.mt.co.kr/article/G1111273225,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/3-cach-tu-suong-don-gian-lam-cho-dan-ong-sieu-hai-long-c16a108936.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/3-ly-do-khien-dan-ong-co-vo-luon-la-mieng-moi-ngon-cua-phu-nu-doc-than-c17a318725.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/4-tu-the-yoga-tuyet-voi-nhat-cho-cuoc-yeu-keo-dai-bat-tan-c16a313064.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/5-cach-hu-cua-vo-tren-giuong-khien-chang-say-me-khong-roi-c16a130267.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/5-dau-hieu-chung-to-vo-chong-da-thoa-man-chuyen-goi-chan-c16a331498.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/5-ly-do-giai-thich-tai-sao-dan-ong-thich-quan-he-qua-duong-hau-mon-c16a20707.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/6-dac-trung-cua-tuong-nguoi-phu-nu-giau-sang-phu-quy-dien-hinh-chong-nao-lay-duoc-phuc-ca-mot-doi-c37a276347.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/6-diem-khien-ban-ngo-ngang-neu-muon-thang-hoa-cung-nhau-c16a333201.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/6-truyen-ma-ngan-kinh-di-dung-doc-ban-dem-neu-ban-khong-muon-bi-mat-ngu-c37a288215.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/7-thuc-pham-vang-danh-thuc-ham-muon-yeu-o-phu-nu-c16a329645.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/8-bo-phan-dung-cham-vao-khi-yeu-da-co-nguoi-nhap-vien-vi-ban-gai-kich-thich-sai-cho-c16a332757.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/8-dieu-can-biet-khi-quan-he-tinh-duc-qua-duong-hau-mon-c16a106995.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/8-huyet-vi-giup-phu-nu-nhanh-chong-len-dinh-c16a106419.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/8-su-that-thu-vi-ve-bao-cao-su-c16a269530.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/8-thay-doi-o-co-the-ban-gai-sau-khi-yeu-lan-dau-c16a108828.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/an-trung-vit-lon-dung-cach-giup-quy-ong-yeu-manh-me-c16a18950.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/bi-an-hom-venus-lung-duoi-chung-to-kha-nang-chuyen-ay-dac-biet-dan-ong-co-thi-bat-luc-c16a332100.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/boi-thu-nay-nhu-hoa-va-vung-kin-tham-co-nao-cung-hong-hao-tro-lai-nhanh-chong-c3a107276.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/bong-mat-voi-loat-anh-my-nhan-viet-thi-nhau-ban-nude-trong-bon-tam-c18a304474.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/cach-kiem-che-ham-muon-tinh-duc-o-phu-nu-c19a316102.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/cach-nau-bao-tu-ham-tieu-cho-ba-bau-don-gian-nhung-van-ngon-chuan-vi-nha-hang-c20a292217.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/cach-quan-he-vo-chong-moi-cuoi-manh-liet-va-de-thang-hoa-nhat-c16a270475.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chao-co-vao-buoi-sang-noi-gi-ve-suc-khoe-nam-gioi-c16a331143.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chi-em-lam-viec-nay-sau-khi-yeu-thi-tot-nhung-dan-ong-lam-thi-nhap-vien-hoac-mat-mang-c16a329065.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chi-mat-vai-phut-thuc-hien-bai-tap-se-khit-vung-kin-nay-co-be-hoi-phuc-nhu-thuo-chua-yeu-c16a275900.html,Yes,Adult: Sexual content;Valuable Inventory: No content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chieu-chong-doi-gio-chuyen-ay-tren-o-to-nu-truong-phong-dung-ngay-dong-nghiep-va-cai-ket-do-khoc-do-cuoi-c16a333232.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chong-noi-chuyen-ay-la-bay-ba-vo-tre-khoc-rong-vi-cuoi-5-nam-chua-mot-lan-duoc-len-dinh-c16a333092.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chua-tung-biet-len-dinh-la-gi-nguoi-phu-nu-da-lam-dieu-nay-va-cai-ket-c16a292145.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/chuyen-gia-giai-ma-hien-tuong-noi-bay-khi-yeu-o-nam-gioi-c16a318778.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/co-nen-dung-dau-dua-khac-phuc-tinh-trang-kho-han-cho-phu-nu-c16a303265.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/co-nen-quan-he-tinh-duc-trong-ngay-den-do-c16a301007.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/co-nen-su-dung-dau-o-liu-lam-chat-boi-tron-chuyen-ay-c16a302010.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/cuoc-song-cua-chang-trai-trong-clip-nong-cung-hoang-thuy-linh-bay-gio-ra-sao-c11a121986.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/dieu-gi-xay-ra-voi-co-the-phu-nu-neu-khong-quan-he-tinh-duc-thuong-xuyen-c16a300698.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/huong-tram-khoe-anh-nude-goi-cam-ho-hung-dung-tay-che-nguc-tran-c18a306275.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/khong-tiem-phong-truoc-khi-mang-thai-co-sao-khong-c20a273444.html,Yes,Valuable Inventory: No content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/kich-thuoc-cau-nho-bao-nhieu-la-hoan-hao-c16a9568.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/kieng-quan-he-vo-chong-vao-ngay-mung-1-dau-thang-tai-sao-vay-c16a129841.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/li-do-phu-nu-thich-xem-phim-sex-c16a9206.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/linh-miu-khien-cong-dong-mang-nhuc-mat-khi-dang-anh-ban-khoa-than-lo-lo-vong-1-bong-nhay-truoc-ong-kinh-c11a121778.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/loat-anh-giuong-chieu-cua-nu-sinh-15-tuoi-va-cu-ong-50-khien-nhieu-nguoi-nong-mat-c2a132189.html,Yes,Child oriented sexual situations (pedophilia),Ad Serving Disabled,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/moc-mun-mu-o-dau-nhu-hoa-co-nguy-hiem-khong-c17a299056.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/mung-2-tet-co-nen-quan-he-vo-chong-khong-c19a307497.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/ngay-nao-tong-dai-197-goi-tu-van-dich-vu-la-chong-suong-nhu-bat-duoc-vang-va-su-that-dang-chat-phia-sau-c2a126800.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-04,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nguoi-chuyen-gioi-quan-he-nhu-the-nao-c16a315310.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nguoi-dan-ong-so-hai-khi-cau-nho-bi-hoai-tu-vi-mot-hanh-dong-sai-lam-khi-yeu-c16a334673.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nhin-lai-loat-anh-gay-soc-khoe-than-la-loi-cua-hoa-hau-mai-phuong-thuy-c18a300415.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nhung-bieu-hien-thuong-gap-khi-uong-phai-thuoc-kich-duc-c16a318763.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nhung-cau-noi-kich-thich-ham-muon-cua-chang-khi-lam-chuyen-ay-c16a270505.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nhung-dieu-nam-gioi-chua-hieu-ve-phu-nu-trong-chuyen-ay-c16a330893.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nhung-huyet-vi-giup-nang-nhanh-chong-len-dinh-c16a293833.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/ninh-duong-lan-ngoc-su-nghiep-thang-tien-vong-1-nang-cap-ngay-cang-day-da-c18a305277.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/nong-het-ca-mat-khi-thay-mai-phuong-thuy-va-loat-sao-viet-lo-vung-nhay-cam-c18a300686.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/phong-tranh-nguy-co-bi-cho-can-cha-me-can-day-tre-nhung-ky-nang-co-ban-nay-c21a291140.html,No,Shocking content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/phu-nu-co-nen-cao-long-o-vung-kin-khong-c17a304602.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/phu-nu-quan-he-nhieu-co-tot-khong-co-anh-huong-gi-khong-c16a271652.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/quan-he-tinh-duc-co-thuc-su-lam-co-be-rong-hon-c16a313413.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/quan-he-tinh-duc-khi-vo-mang-bau-co-anh-huong-den-thai-nhi-c19a290389.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/sau-sinh-bao-lau-thi-duoc-quan-he-tinh-duc-c20a301127.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/so-hai-duong-chi-tay-la-doan-duoc-vanh-vach-duyen-no-ca-doi-day-ban-tin-khong-c37a270675.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/su-im-lang-la-canh-gioi-cao-nhat-cua-dan-ba-khi-bi-ton-thuong-c37a280056.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/sung-so-hoc-sinh-gioi-cap-2-nghien-lam-chuyen-nguoi-lon-sau-gio-tan-truong-c2a316954.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/tai-sao-bi-chong-mat-buon-non-sau-khi-quan-he-c19a308003.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-03,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/tai-sao-dan-ong-co-vo-roi-van-nghien-xem-phim-sex-c19a9523.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/tai-sao-khi-quan-he-lai-khong-co-cam-giac-lam-sao-de-khac-phuc-c16a275793.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/tam-su-ve-quan-he-vo-chong-cua-co-nang-muon-yeu-ma-chong-cu-tron-tranh-c17a272862.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/thoi-diem-phu-nu-khao-khat-chuyen-ay-nhat-c16a311878.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/thoi-quen-tam-khuya-cua-ba-bau-tiem-an-nhung-tac-hai-khong-ngo-nay-c20a297535.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/thu-pham-quen-mat-khien-ham-muon-tinh-duc-luon-o-muc-thap-doc-de-tranh-xa-c16a311742.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/tuc-dien-khi-chong-cay-phim-sex-moi-toi-nhung-chuyen-chan-goi-lai-treo-ngoe-the-nay-c16a333627.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/tuyet-chieu-ca-2-cung-len-dinh-luu-y-khi-yeu-theo-cach-nay-c16a334727.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/vi-dau-ma-cau-nho-cang-ngay-cang-ngan-ngun-yeu-duoi-c19a319085.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/vi-sao-phu-nu-nen-gioi-yeu-tren-giuong-c16a317090.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/vo-chong-hanh-phuc-khi-quan-he-1-lan-tuan-c16a333439.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,phunusuckhoe.vn/vo-chong-mai-khong-co-con-mot-trong-nhung-thu-pham-lai-la-chiec-quan-lot-c20a330141.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-05,,,
ca-video-pub-1474238860523410,saostar.vn/dep-360/hoang-thuy-lang-xe-trend-cham-ron-o-miss-universe-6572243.html,No,Adult: Sexual content;Shocking content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,saostar.vn/the-gioi/amazing/nu-canh-sat-nong-bong-bi-ky-luat-vi-dang-clip-lot-xac-tren-tiktok-6737003.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-06,,,
ca-video-pub-1474238860523410,saostar.vn/the-gioi/cap-doi-an-ai-tren-bai-co-nhu-chon-khong-nguoi-bi-phat-truc-tiep-6764103.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-05,,,
ca-video-pub-1474238860523410,saostar.vn/the-gioi/co-gai-la-het-khi-bi-dam-dong-nam-gioi-tan-cong-tinh-duc-dem-giao-thua-6759285.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,saostar.vn/xa-hoi/gia-han-dieu-tra-vu-a-hau-mc-ban-dam-gia-nghin-usd-o-sai-gon-4100423.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
ca-video-pub-1474238860523410,saostar.vn/xa-hoi/thay-bo-say-ruou-danh-chui-me-con-trai-nhieu-lan-khuyen-bao-khong-duoc-danh-an-la-ngon-tu-van-2937037.html,No,Shocking content,Restricted demand,2020-01-06,2020-01-06,,,
ca-pub-1474238860523410,star.mbn.co.kr/,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,theviewers.co.kr/View.aspx?No=106697,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tiin.vn/24.html,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tiin.vn/sao.html?page=4,No,Shocking content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tiin.vn/tin-anh/giai-tri.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tiin.vn/yeu.html,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tiin.vn/yeu/gioi-tinh.html,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/15-canh-sex-nong-nhat-khuynh-dao-man-anh-the-gioi-2015-95149,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/bi-bat-vi-sex-tren-bai-bien-post1317160,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,tintuc.vn/bun-thit-nuong-ngon-voi-cach-lam-don-gian-thit-thom-ngon-post1000679,Yes,Adult: Sexual content;Sexually explicit content,Ad Serving Disabled,2020-01-07,2020-01-03,,,x
ca-video-pub-1474238860523410,tintuc.vn/can-canh-phong-trang-tri-theo-kieu-bao-dam-50-sac-thai-tai-khach-san-o-can-tho-vua-bi-tuyt-coi-post127346,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/cap-doi-du-khach-anh-khoa-than-sex-tren-bien-va-cai-ket-dang-203106,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-03,,,
ca-video-pub-1474238860523410,tintuc.vn/chu-de/tin-tuc-sao-viet-105,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-02,,,
ca-video-pub-1474238860523410,tintuc.vn/clip-hon-1-phut-day-nong-bong-cua-hot-girl-tram-anh-post752020,No,Adult: Sexual content,Restricted demand,2020-01-07,2020-01-07,,,
ca-video-pub-1474238860523410,tintuc.vn/co-gai-xinh-dep-bi-danh-ghen-lot-do-giua-duong-1038,No,Adult: Sexual content,Restricted demand,2020-01-06,2020-01-06,,,
